type_of_thing,name,description,status,logo,category,annexure_category,product,code,product_sub_category,commit_price_inr,commit_price_usd,commit_price_uae,commit_price_uk,flex_price_inr,flex_price_usd,flex_price_uae,flex_price_uk,cust_quote_price,discount_by_google,discount_final,google_discount_pu_1,google_discount_pu_2,price_partner_discount,reseller_margin,product_description,price_manually,profit
Product Sub Category V2,Cloud Pub/Sub,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Vertex AI Search,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Cloud Memorystore for Redis,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Support,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,App Engine,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Cloud Run Functions,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Cloud Monitoring,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Pendo.IO,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,"Hevo Data Pipelines for BigQuery,Snowflake,Redshift, Databricks",,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,MongoDB Atlas (pay-as-you-go),,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Cloud Dataflow,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Datastream,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Network Security,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Cloud Vision API,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Cloud Filestore,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Apache Kafka® & Apache Flink® on Confluent Cloud™,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Notebooks,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Artifact Registry,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,MongoDB Atlas (Private Offer),,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Container Registry Vulnerability Scanning,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Cloud Memorystore,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,VWO,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Redis Cloud - Annual,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Fivetran Data Pipelines,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,BigQuery BI Engine,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Geocoding API,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Backup for GKE,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Cloud Data Fusion,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Places API,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Security Command Center,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Identity Platform,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Cloud Document AI API,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,reCAPTCHA Enterprise,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Cloud Composer,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,BigQuery Data Transfer Service,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Dataplex,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Databricks,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Cloud DNS,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Cloud Workstations,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,MongoDB Atlas 2 (Private Offer),,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Distance Matrix API,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Custom Search,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Secret Manager,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Firebase Realtime Database,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Managed Service for Apache Kafka,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Maps Static API,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,AlloyDB,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Google Maps Platform - Routes,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Cloud Deploy,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Cloud Scheduler,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Cloud Speech API,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Anthos Service Mesh,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Cloud Key Management Service (KMS),,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Cloud Build,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Integration Connectors,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Claude Sonnet 4.6,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Workflows,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,BigQuery Storage API,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,MultiClusterIngress,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,GKE Enterprise / GDC,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Places API (New),,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,SFTP Secure Server Windows 2019 SSH,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Looker Studio,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Claude Opus 4.6,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Backup and DR Service,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Binary Authorization,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Source Repository,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Certificate Authority Service,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Cloud Spanner,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,On-Demand Scanning,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Cloud Domains,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Firebase Hosting,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Duet AI,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Dataproc,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Claude Sonnet 4.5,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Vector Search,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Cloud Dialogflow API,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Claude 3.7 Sonnet,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Claude Sonnet 4,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Retail API,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,API Gateway,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Cloud Tasks,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,FortiGate Next-Generation Firewall (PAYG),,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Cloud Firestore,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Certificate Manager,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Maps API,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Firebase App Hosting,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Cloud Data Loss Prevention,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Google Service Control,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Data Catalog,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Deep Learning VM,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,VM Manager,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Invoice,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Fleets,,,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780912517650x533960592651976400/OIP%20%2853%29.jpg,Google Cloud Plans,Annexure A,product,,Google Cloud Plans,0,0,0,0,0,0,0,0,,,,,,,,,yes,
Product Sub Category V2,Domain,,Active,https:,Domain Purchase,Annexure A,product,,Domain Purchase,1200,0,0,0,0,0,0,0,,,,,,,,,no,
Product Sub Category V2,Domain Registration,,Active,https:,Domain Registration,Annexure A,product,,Domain Registration,0,0,0,0,0,0,0,0,,,,,,,,,no,
Product Sub Category V2,Gemini Enterprise Emerging Market,,Active,https://775f71e9b5a07e8e979ee5d4a39f4182.cdn.bubble.io/f1780395132015x931512874295711100/OIP%20%2853%29.jpg,Gemini Enterprise,Annexure A,product,Code - 137009,Gemini Enterprise,9120,0,0,0,0,0,0,0,,,,,,,,,no,
